workflow_id,display_name,version,active,classifications_count,pairwise,grouped,prioritized,primary_language,first_task,tutorial_subject_id,retired_set_member_subjects_count,tasks,retirement,aggregation,strings,minor_version
13459,bbox,11,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No""}",15
13459,bbox,12,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""line"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No""}",15
13459,bbox,13,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""next"":""T2"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""line"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No""}",15
13459,bbox,14,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""next"":""T2"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""polygon"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No""}",15
13459,bbox,15,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""next"":""T2"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""bezier"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No""}",15
13459,bbox,16,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""next"":""T2"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""bezier"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T1.answers.2.label"":""Enter an answer""}",16
13459,bbox,16,false,0,false,false,false,en,T1,,0,"{""T0"":{""help"":""T0.help"",""next"":""T2"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#00ff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T0"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[{""type"":""bezier"",""color"":""#00ff00"",""label"":""T2.tools.0.label"",""details"":[]}],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T1.question"":""Is there a solar jet in this image?"",""T0.instruction"":""Draw a box around the solar jet."",""T2.instruction"":""Freehand tool."",""T0.tools.0.label"":""Solar jet"",""T2.tools.0.label"":""Freehand tool"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T1.answers.2.label"":""Not sure.""}",17
13958,Prototype single workflow,1,false,13,false,false,false,en,"",,0,{},"{""criteria"":""classification_count"",""options"":{""count"":15}}",{},{},1
13958,Prototype single workflow,2,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[],""question"":""T0.question""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T0.question"":""Enter a question.""}",2
13958,Prototype single workflow,2,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[],""question"":""T0.question""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?""}",3
13958,Prototype single workflow,3,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""}],""question"":""T0.question""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T0.answers.0.label"":""Enter an answer""}",4
13958,Prototype single workflow,3,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""}],""question"":""T0.question""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T0.answers.0.label"":""Yes.""}",5
13958,Prototype single workflow,4,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""Enter an answer""}",6
13958,Prototype single workflow,4,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",7
13958,Prototype single workflow,5,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[],""instruction"":""T1.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Explain what to draw."",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",8
13958,Prototype single workflow,5,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[],""instruction"":""T1.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the base of the jet "",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",9
13958,Prototype single workflow,5,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[],""instruction"":""T1.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",10
13958,Prototype single workflow,6,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.0.label"",""details"":[]}],""instruction"":""T1.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T1.tools.0.label"":""Tool name"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",11
13958,Prototype single workflow,6,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.0.label"",""details"":[]}],""instruction"":""T1.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T1.tools.0.label"":""Base of jet (start)"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",12
13958,Prototype single workflow,6,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.0.label"",""details"":[]}],""instruction"":""T1.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T1.tools.0.label"":""Base of jet (first)"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",13
13958,Prototype single workflow,7,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.0.label"",""details"":[]}],""instruction"":""T1.instruction""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T2.instruction"":""Explain what to draw."",""T1.tools.0.label"":""Base of jet (first)"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",14
13958,Prototype single workflow,8,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.0.label"",""details"":[]},{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.1.label"",""details"":[]}],""instruction"":""T1.instruction""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T2.instruction"":""Explain what to draw."",""T1.tools.0.label"":""Base of jet (first)"",""T1.tools.1.label"":""Tool name"",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",15
13958,Prototype single workflow,8,false,13,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.0.label"",""details"":[]},{""type"":""point"",""color"":""#00ff00"",""label"":""T1.tools.1.label"",""details"":[]}],""instruction"":""T1.instruction""},""T2"":{""help"":""T2.help"",""type"":""drawing"",""tools"":[],""instruction"":""T2.instruction""}}","{""criteria"":""classification_count"",""options"":{""count"":15}}",{},"{""T0.help"":"""",""T1.help"":"""",""T2.help"":"""",""T0.question"":""Do you see a solar jet in the video clip?"",""T1.instruction"":""Mark the position of the *base* of the jet in the frame in which the jet *first* appears."",""T2.instruction"":""Explain what to draw."",""T1.tools.0.label"":""Base of jet (first)"",""T1.tools.1.label"":""End."",""T0.answers.0.label"":""Yes."",""T0.answers.1.label"":""No.""}",16
